datetimeUTC,"USGS 04092677: Grand Calumet River at Industrial Hwy at Gary, IN","USGS 04092750: Indiana Harbor Canal at East Chicago, IN","USGS 05536357: Grand Calumet River at Hohman Ave at Hammond, IN","USGS 04092750: Indiana Harbor Canal at East Chicago, IN (6-hour Mean)"
2020-08-22 08:45:00+00:00,743.00,-379.00,461.00,268.67
2020-08-22 08:50:00+00:00,737.67,-570.00,461.33,252.29
2020-08-22 08:55:00+00:00,732.33,-86.20,461.67,231.66
2020-08-22 09:00:00+00:00,727.00,225.00,462.00,227.36
2020-08-22 09:05:00+00:00,720.67,157.00,462.00,230.63
2020-08-22 09:10:00+00:00,714.33,104.00,462.00,247.26
2020-08-22 09:15:00+00:00,708.00,832.00,462.00,264.97
2020-08-22 09:20:00+00:00,704.00,1140.00,462.67,284.55
2020-08-22 09:25:00+00:00,700.00,553.00,463.33,303.05
2020-08-22 09:30:00+00:00,696.00,638.00,464.00,321.99
2020-08-22 09:35:00+00:00,696.67,1390.00,464.00,338.84
2020-08-22 09:40:00+00:00,697.33,1350.00,464.00,340.91
2020-08-22 09:45:00+00:00,698.00,360.00,464.00,327.47
2020-08-22 09:50:00+00:00,696.00,-805.00,464.00,325.59
2020-08-22 09:55:00+00:00,694.00,-1440.00,464.00,332.21
2020-08-22 10:00:00+00:00,692.00,-189.00,464.00,337.47
2020-08-22 10:05:00+00:00,708.67,-277.00,464.00,341.10
2020-08-22 10:10:00+00:00,725.33,-173.00,464.00,331.82
2020-08-22 10:15:00+00:00,742.00,191.00,464.00,320.58
2020-08-22 10:20:00+00:00,766.00,1660.00,464.00,297.05
2020-08-22 10:25:00+00:00,790.00,2130.00,464.00,299.16
2020-08-22 10:30:00+00:00,814.00,1650.00,464.00,310.39
2020-08-22 10:35:00+00:00,803.67,411.00,464.00,313.27
2020-08-22 10:40:00+00:00,793.33,359.00,464.00,303.46
2020-08-22 10:45:00+00:00,783.00,34.60,464.00,310.00
2020-08-22 10:50:00+00:00,762.67,188.00,464.67,341.74
2020-08-22 10:55:00+00:00,742.33,-617.00,465.33,361.82
2020-08-22 11:00:00+00:00,722.00,-137.00,466.00,365.70
2020-08-22 11:05:00+00:00,723.00,-862.00,465.33,365.29
2020-08-22 11:10:00+00:00,724.00,-918.00,464.67,378.89
2020-08-22 11:15:00+00:00,725.00,-398.00,464.00,405.74
2020-08-22 11:20:00+00:00,724.00,1680.00,463.33,419.44
2020-08-22 11:25:00+00:00,723.00,1300.00,462.67,411.35
2020-08-22 11:30:00+00:00,722.00,518.00,462.00,398.68
2020-08-22 11:35:00+00:00,718.33,345.00,461.67,389.48
2020-08-22 11:40:00+00:00,714.67,1300.00,461.33,383.39
2020-08-22 11:45:00+00:00,711.00,1010.00,461.00,371.68
2020-08-22 11:50:00+00:00,712.00,-309.00,461.33,359.06
2020-08-22 11:55:00+00:00,713.00,-979.00,461.67,369.22
2020-08-22 12:00:00+00:00,714.00,-620.00,462.00,378.67
2020-08-22 12:05:00+00:00,714.67,-34.10,462.00,386.45
2020-08-22 12:10:00+00:00,715.33,-86.20,462.00,390.20
2020-08-22 12:15:00+00:00,716.00,295.00,462.00,396.79
2020-08-22 12:20:00+00:00,716.67,1430.00,461.67,399.50
2020-08-22 12:25:00+00:00,717.33,2230.00,461.33,404.98
2020-08-22 12:30:00+00:00,718.00,1970.00,461.00,416.58
2020-08-22 12:35:00+00:00,716.67,1040.00,461.33,415.31
2020-08-22 12:40:00+00:00,715.33,324.00,461.67,394.17
2020-08-22 12:45:00+00:00,714.00,-102.00,462.00,372.88
2020-08-22 12:50:00+00:00,711.33,-16.70,462.00,373.34
2020-08-22 12:55:00+00:00,708.67,68.70,462.00,380.15
2020-08-22 13:00:00+00:00,706.00,-411.00,462.00,383.84
2020-08-22 13:05:00+00:00,708.33,-395.00,462.00,372.75
2020-08-22 13:10:00+00:00,710.67,52.00,462.00,378.91
2020-08-22 13:15:00+00:00,713.00,1170.00,462.00,397.31
2020-08-22 13:20:00+00:00,715.67,362.00,461.67,410.31
2020-08-22 13:25:00+00:00,718.33,825.00,461.33,402.91
2020-08-22 13:30:00+00:00,721.00,1860.00,461.00,393.19
2020-08-22 13:35:00+00:00,719.33,1420.00,460.33,381.35
2020-08-22 13:40:00+00:00,717.67,240.00,459.67,367.53
2020-08-22 13:45:00+00:00,716.00,-50.70,459.00,342.88
2020-08-22 13:50:00+00:00,714.33,137.00,459.00,333.95
2020-08-22 13:55:00+00:00,712.67,-514.00,459.00,318.12
2020-08-22 14:00:00+00:00,711.00,-927.00,459.00,318.97
2020-08-22 14:05:00+00:00,711.00,-378.00,459.00,315.86
2020-08-22 14:10:00+00:00,711.00,1220.00,459.00,334.81
2020-08-22 14:15:00+00:00,711.00,2240.00,459.00,376.70
2020-08-22 14:20:00+00:00,706.33,2150.00,458.33,419.00
2020-08-22 14:25:00+00:00,701.67,1000.00,457.67,413.93
2020-08-22 14:30:00+00:00,697.00,255.00,457.00,393.56
2020-08-22 14:35:00+00:00,700.33,239.00,456.67,391.14
2020-08-22 14:40:00+00:00,703.67,-392.00,456.33,394.12
2020-08-22 14:45:00+00:00,707.00,-855.00,456.00,381.23
2020-08-22 14:50:00+00:00,715.00,-1300.00,456.00,354.01
2020-08-22 14:55:00+00:00,723.00,172.00,456.00,351.90
2020-08-22 15:00:00+00:00,731.00,603.00,456.00,354.95
2020-08-22 15:05:00+00:00,731.67,793.00,455.33,364.63
2020-08-22 15:10:00+00:00,732.33,431.00,454.67,371.71
2020-08-22 15:15:00+00:00,733.00,585.00,454.00,386.07
2020-08-22 15:20:00+00:00,734.33,1030.00,454.00,393.10
2020-08-22 15:25:00+00:00,735.67,1540.00,454.00,373.04
2020-08-22 15:30:00+00:00,737.00,1400.00,454.00,346.74
2020-08-22 15:35:00+00:00,745.67,545.00,454.00,318.58
2020-08-22 15:40:00+00:00,754.33,-153.00,454.00,306.70
2020-08-22 15:45:00+00:00,763.00,-204.00,454.00,300.62
2020-08-22 15:50:00+00:00,767.00,393.00,454.00,304.62
2020-08-22 15:55:00+00:00,771.00,-308.00,454.00,304.86
2020-08-22 16:00:00+00:00,775.00,-1170.00,454.00,305.34
2020-08-22 16:05:00+00:00,773.33,-999.00,454.00,322.08
2020-08-22 16:10:00+00:00,771.67,173.00,454.00,341.46
2020-08-22 16:15:00+00:00,770.00,1170.00,454.00,357.05
2020-08-22 16:20:00+00:00,770.33,1140.00,453.33,355.13
2020-08-22 16:25:00+00:00,770.67,1120.00,452.67,361.87
2020-08-22 16:30:00+00:00,771.00,1420.00,452.00,344.71
2020-08-22 16:35:00+00:00,778.33,786.00,452.67,311.72
2020-08-22 16:40:00+00:00,785.67,-598.00,453.33,282.16
2020-08-22 16:45:00+00:00,793.00,-1440.00,454.00,274.15
2020-08-22 16:50:00+00:00,791.33,-618.00,454.00,260.05
2020-08-22 16:55:00+00:00,789.67,-967.00,454.00,257.46
2020-08-22 17:00:00+00:00,788.00,-555.00,454.00,286.56
2020-08-22 17:05:00+00:00,772.33,-364.00,454.00,329.53
2020-08-22 17:10:00+00:00,756.67,521.00,454.00,360.05
2020-08-22 17:15:00+00:00,741.00,2140.00,454.00,356.89
2020-08-22 17:20:00+00:00,727.67,2690.00,454.00,336.00
2020-08-22 17:25:00+00:00,714.33,1310.00,454.00,310.75
2020-08-22 17:30:00+00:00,701.00,-187.00,454.00,301.01
2020-08-22 17:35:00+00:00,702.67,341.00,454.67,285.83
2020-08-22 17:40:00+00:00,704.33,563.00,455.33,250.51
2020-08-22 17:45:00+00:00,706.00,359.00,456.00,231.77
2020-08-22 17:50:00+00:00,710.67,-977.00,456.00,238.74
2020-08-22 17:55:00+00:00,715.33,-463.00,456.00,258.22
2020-08-22 18:00:00+00:00,720.00,-757.00,456.00,262.53
2020-08-22 18:05:00+00:00,717.00,86.70,455.33,271.12
2020-08-22 18:10:00+00:00,714.00,483.00,454.67,282.31
2020-08-22 18:15:00+00:00,711.00,962.00,454.00,280.92
2020-08-22 18:20:00+00:00,715.33,808.00,454.00,276.92
2020-08-22 18:25:00+00:00,719.67,-34.00,454.00,269.88
2020-08-22 18:30:00+00:00,724.00,310.00,454.00,252.08
2020-08-22 18:35:00+00:00,730.67,-85.60,454.00,225.12
2020-08-22 18:40:00+00:00,737.33,173.00,454.00,204.89
2020-08-22 18:45:00+00:00,744.00,-120.00,454.00,205.81
2020-08-22 18:50:00+00:00,740.67,190.00,454.00,212.89
2020-08-22 18:55:00+00:00,737.33,0.41,454.00,219.14
2020-08-22 19:00:00+00:00,734.00,104.00,454.00,241.03
2020-08-22 19:05:00+00:00,747.67,811.00,454.00,278.01
2020-08-22 19:10:00+00:00,761.33,1020.00,454.00,314.30
2020-08-22 19:15:00+00:00,775.00,1190.00,454.00,326.86
2020-08-22 19:20:00+00:00,775.00,1030.00,454.67,310.37
2020-08-22 19:25:00+00:00,775.00,854.00,455.33,285.62
2020-08-22 19:30:00+00:00,775.00,-428.00,456.00,252.47
2020-08-22 19:35:00+00:00,775.00,-548.00,456.00,226.65
2020-08-22 19:40:00+00:00,775.00,-738.00,456.00,210.43
2020-08-22 19:45:00+00:00,775.00,-345.00,456.00,221.47
2020-08-22 19:50:00+00:00,764.67,-1080.00,456.00,256.54
2020-08-22 19:55:00+00:00,754.33,-51.60,456.00,294.04
2020-08-22 20:00:00+00:00,744.00,1610.00,456.00,328.66
2020-08-22 20:05:00+00:00,745.67,2210.00,456.00,335.09
2020-08-22 20:10:00+00:00,747.33,1850.00,456.00,343.37
2020-08-22 20:15:00+00:00,749.00,989.00,456.00,333.89
2020-08-22 20:20:00+00:00,743.33,715.00,456.00,301.75
2020-08-22 20:25:00+00:00,737.67,307.00,456.00,260.19
2020-08-22 20:30:00+00:00,732.00,289.00,456.00,246.74
2020-08-22 20:35:00+00:00,739.33,-853.00,456.00,258.99
2020-08-22 20:40:00+00:00,746.67,-2340.00,456.00,262.83
2020-08-22 20:45:00+00:00,754.00,-1760.00,456.00,267.86
2020-08-22 20:50:00+00:00,753.33,-346.00,456.00,276.59
2020-08-22 20:55:00+00:00,752.67,122.00,456.00,302.44
2020-08-22 21:00:00+00:00,752.00,487.00,456.00,314.19
2020-08-22 21:05:00+00:00,749.67,1230.00,455.33,329.96
2020-08-22 21:10:00+00:00,747.33,1610.00,454.67,333.00
2020-08-22 21:15:00+00:00,745.00,329.00,454.00,337.67
2020-08-22 21:20:00+00:00,743.67,293.00,454.67,336.69
2020-08-22 21:25:00+00:00,742.33,516.00,455.33,330.09
2020-08-22 21:30:00+00:00,741.00,241.00,456.00,333.14
2020-08-22 21:35:00+00:00,741.67,-568.00,456.33,342.50
2020-08-22 21:40:00+00:00,742.33,-932.00,456.67,359.15
2020-08-22 21:45:00+00:00,743.00,-86.00,457.00,368.52
2020-08-22 21:50:00+00:00,751.67,313.00,457.00,374.61
2020-08-22 21:55:00+00:00,760.33,849.00,457.00,384.41
2020-08-22 22:00:00+00:00,769.00,1290.00,457.00,395.16
2020-08-22 22:05:00+00:00,763.67,1530.00,457.00,401.69
2020-08-22 22:10:00+00:00,758.33,1650.00,457.00,392.69
2020-08-22 22:15:00+00:00,753.00,1090.00,457.00,373.57
2020-08-22 22:20:00+00:00,738.67,-33.80,457.67,364.54
2020-08-22 22:25:00+00:00,724.33,-667.00,458.33,362.87
2020-08-22 22:30:00+00:00,710.00,-1300.00,459.00,360.58
2020-08-22 22:35:00+00:00,706.67,-465.00,459.00,373.02
2020-08-22 22:40:00+00:00,703.33,-398.00,459.00,394.77
2020-08-22 22:45:00+00:00,700.00,208.00,459.00,419.40
2020-08-22 22:50:00+00:00,706.00,1120.00,459.00,433.02
2020-08-22 22:55:00+00:00,712.00,2120.00,459.00,451.09
2020-08-22 23:00:00+00:00,718.00,1560.00,459.00,459.52
2020-08-22 23:05:00+00:00,714.00,-85.20,459.00,445.66
2020-08-22 23:10:00+00:00,710.00,240.00,459.00,428.03
2020-08-22 23:15:00+00:00,706.00,-171.00,459.00,415.30
2020-08-22 23:20:00+00:00,703.33,-206.00,459.00,405.74
2020-08-22 23:25:00+00:00,700.67,-344.00,459.00,395.48
2020-08-22 23:30:00+00:00,698.00,328.00,459.00,389.65
2020-08-22 23:35:00+00:00,696.67,707.00,459.00,382.87
2020-08-22 23:40:00+00:00,695.33,622.00,459.00,378.93
2020-08-22 23:45:00+00:00,694.00,930.00,459.00,400.81
2020-08-22 23:50:00+00:00,698.33,996.00,458.33,432.74
2020-08-22 23:55:00+00:00,702.67,910.00,457.67,452.69
2020-08-23 00:00:00+00:00,707.00,395.00,457.00,466.36
2020-08-23 00:05:00+00:00,714.67,394.00,457.00,476.13
2020-08-23 00:10:00+00:00,722.33,309.00,457.00,479.41
2020-08-23 00:15:00+00:00,730.00,824.00,457.00,468.81
2020-08-23 00:20:00+00:00,729.33,890.00,457.00,467.35
2020-08-23 00:25:00+00:00,728.67,326.00,457.00,462.40
2020-08-23 00:30:00+00:00,728.00,189.00,457.00,456.04
2020-08-23 00:35:00+00:00,730.00,993.00,457.00,447.11
2020-08-23 00:40:00+00:00,732.00,1130.00,457.00,453.72
2020-08-23 00:45:00+00:00,734.00,857.00,457.00,470.25
2020-08-23 00:50:00+00:00,738.33,325.00,457.00,485.10
2020-08-23 00:55:00+00:00,742.67,905.00,457.00,485.77
2020-08-23 01:00:00+00:00,747.00,785.00,457.00,486.16
2020-08-23 01:05:00+00:00,751.33,581.00,456.67,484.65
2020-08-23 01:10:00+00:00,755.67,154.00,456.33,479.45
2020-08-23 01:15:00+00:00,760.00,-376.00,456.00,467.58
2020-08-23 01:20:00+00:00,764.67,531.00,456.00,451.49
2020-08-23 01:25:00+00:00,769.33,908.00,456.00,450.32
2020-08-23 01:30:00+00:00,774.00,687.00,456.00,459.00
2020-08-23 01:35:00+00:00,778.33,480.00,455.33,490.39
2020-08-23 01:40:00+00:00,782.67,1040.00,454.67,501.24
2020-08-23 01:45:00+00:00,787.00,1060.00,454.00,505.05
2020-08-23 01:50:00+00:00,791.67,649.00,454.00,498.91
2020-08-23 01:55:00+00:00,796.33,239.00,454.00,496.04
2020-08-23 02:00:00+00:00,801.00,564.00,454.00,484.53
2020-08-23 02:05:00+00:00,805.00,598.00,454.00,466.23
2020-08-23 02:10:00+00:00,809.00,923.00,454.00,462.93
2020-08-23 02:15:00+00:00,813.00,921.00,454.00,461.29
2020-08-23 02:20:00+00:00,808.33,291.00,453.33,467.40
2020-08-23 02:25:00+00:00,803.67,-33.80,452.67,474.23
2020-08-23 02:30:00+00:00,799.00,-119.00,452.00,480.60
2020-08-23 02:35:00+00:00,779.33,-206.00,452.00,479.89
2020-08-23 02:40:00+00:00,759.67,-1140.00,452.00,473.75
2020-08-23 02:45:00+00:00,740.00,-743.00,452.00,477.51
2020-08-23 02:50:00+00:00,732.33,571.00,451.67,476.53
2020-08-23 02:55:00+00:00,724.67,1110.00,451.33,470.90
2020-08-23 03:00:00+00:00,717.00,1120.00,451.00,465.49
2020-08-23 03:05:00+00:00,719.00,1200.00,451.00,469.71
2020-08-23 03:10:00+00:00,721.00,1470.00,451.00,478.56
2020-08-23 03:15:00+00:00,723.00,836.00,451.00,481.14
2020-08-23 03:20:00+00:00,732.33,222.00,451.00,475.72
2020-08-23 03:25:00+00:00,741.67,-67.80,451.00,469.16
2020-08-23 03:30:00+00:00,751.00,51.60,451.00,470.11
2020-08-23 03:35:00+00:00,750.67,-411.00,451.33,465.18
2020-08-23 03:40:00+00:00,750.33,-85.50,451.67,455.81
2020-08-23 03:45:00+00:00,750.00,275.00,452.00,446.22
2020-08-23 03:50:00+00:00,738.33,998.00,452.00,439.44
2020-08-23 03:55:00+00:00,726.67,362.00,452.00,436.64
2020-08-23 04:00:00+00:00,715.00,877.00,452.00,427.79
2020-08-23 04:05:00+00:00,708.00,1180.00,452.00,421.30
2020-08-23 04:10:00+00:00,701.00,1150.00,452.00,416.66
2020-08-23 04:15:00+00:00,694.00,784.00,452.00,414.55
2020-08-23 04:20:00+00:00,695.67,-84.80,452.00,420.65
2020-08-23 04:25:00+00:00,697.33,-119.00,452.00,424.50
2020-08-23 04:30:00+00:00,699.00,-33.80,452.00,419.87
2020-08-23 04:35:00+00:00,710.00,992.00,452.00,416.61
2020-08-23 04:40:00+00:00,721.00,327.00,452.00,409.81
2020-08-23 04:45:00+00:00,732.00,-120.00,452.00,400.77
2020-08-23 04:50:00+00:00,728.00,-240.00,451.67,394.29
2020-08-23 04:55:00+00:00,724.00,910.00,451.33,394.63
2020-08-23 05:00:00+00:00,720.00,1280.00,451.00,403.86
2020-08-23 05:05:00+00:00,729.00,224.00,451.00,410.25
2020-08-23 05:10:00+00:00,738.00,-326.00,451.00,416.44
2020-08-23 05:15:00+00:00,747.00,120.00,451.00,407.32
2020-08-23 05:20:00+00:00,754.33,275.00,451.00,397.05
2020-08-23 05:25:00+00:00,761.67,293.00,451.00,391.42
2020-08-23 05:30:00+00:00,769.00,121.00,451.00,387.18
2020-08-23 05:35:00+00:00,763.00,276.00,451.00,375.57
2020-08-23 05:40:00+00:00,757.00,259.00,451.00,368.68
2020-08-23 05:45:00+00:00,751.00,896.00,451.00,381.93
2020-08-23 05:50:00+00:00,746.00,859.00,451.00,401.38
2020-08-23 05:55:00+00:00,741.00,585.00,451.00,409.72
2020-08-23 06:00:00+00:00,736.00,515.00,451.00,405.41
2020-08-23 06:05:00+00:00,736.33,703.00,451.00,398.81
2020-08-23 06:10:00+00:00,736.67,1040.00,451.00,393.67
2020-08-23 06:15:00+00:00,737.00,497.00,451.00,380.12
2020-08-23 06:20:00+00:00,732.33,429.00,451.00,363.48
2020-08-23 06:25:00+00:00,727.67,411.00,451.00,346.98
2020-08-23 06:30:00+00:00,723.00,395.00,451.00,345.32
2020-08-23 06:35:00+00:00,724.33,-171.00,451.00,354.56
2020-08-23 06:40:00+00:00,725.67,309.00,451.00,372.51
2020-08-23 06:45:00+00:00,727.00,430.00,451.00,387.79
2020-08-23 06:50:00+00:00,728.33,362.00,451.00,398.54
2020-08-23 06:55:00+00:00,729.67,121.00,451.00,395.92
2020-08-23 07:00:00+00:00,731.00,259.00,451.00,395.66
2020-08-23 07:05:00+00:00,732.33,311.00,451.00,389.05
2020-08-23 07:10:00+00:00,733.67,242.00,451.00,372.65
2020-08-23 07:15:00+00:00,735.00,0.41,451.00,350.30
2020-08-23 07:20:00+00:00,735.33,69.50,451.33,333.19
2020-08-23 07:25:00+00:00,735.67,812.00,451.67,340.03
2020-08-23 07:30:00+00:00,736.00,570.00,452.00,358.92
2020-08-23 07:35:00+00:00,737.33,449.00,452.00,377.47
2020-08-23 07:40:00+00:00,738.67,-16.80,452.00,381.28
2020-08-23 07:45:00+00:00,740.00,380.00,452.00,384.31
2020-08-23 07:50:00+00:00,744.00,587.00,452.67,388.54
2020-08-23 07:55:00+00:00,748.00,674.00,453.33,401.89
2020-08-23 08:00:00+00:00,752.00,913.00,454.00,390.61
2020-08-23 08:05:00+00:00,750.67,1030.00,454.00,362.00
2020-08-23 08:10:00+00:00,749.33,1050.00,454.00,343.59
2020-08-23 08:15:00+00:00,748.00,257.00,454.00,348.77
2020-08-23 08:20:00+00:00,739.33,172.00,454.67,352.35
2020-08-23 08:25:00+00:00,730.67,-120.00,455.33,357.83
2020-08-23 08:30:00+00:00,722.00,-344.00,456.00,369.16
2020-08-23 08:35:00+00:00,721.67,-966.00,456.00,389.69
2020-08-23 08:40:00+00:00,721.33,-709.00,456.00,406.60
2020-08-23 08:45:00+00:00,721.00,-173.00,456.00,415.21
2020-08-23 08:50:00+00:00,714.67,677.00,456.00,407.61
2020-08-23 08:55:00+00:00,708.33,1180.00,456.00,394.91
2020-08-23 09:00:00+00:00,702.00,795.00,456.00,388.78
2020-08-23 09:05:00+00:00,705.67,638.00,456.00,378.45
2020-08-23 09:10:00+00:00,709.33,825.00,456.00,366.94
2020-08-23 09:15:00+00:00,713.00,481.00,456.00,345.84
2020-08-23 09:20:00+00:00,721.00,-379.00,456.33,349.89
2020-08-23 09:25:00+00:00,729.00,-982.00,456.67,359.62
2020-08-23 09:30:00+00:00,737.00,-189.00,457.00,359.68
2020-08-23 09:35:00+00:00,731.67,726.00,457.00,363.68
2020-08-23 09:40:00+00:00,726.33,899.00,457.00,381.50
2020-08-23 09:45:00+00:00,721.00,1030.00,457.00,385.04
2020-08-23 09:50:00+00:00,719.67,1060.00,457.00,378.92
2020-08-23 09:55:00+00:00,718.33,807.00,457.00,375.60
2020-08-23 10:00:00+00:00,717.00,343.00,457.00,383.12
2020-08-23 10:05:00+00:00,718.67,394.00,457.00,391.57
2020-08-23 10:10:00+00:00,720.33,-16.80,457.00,399.08
2020-08-23 10:15:00+00:00,722.00,-482.00,457.00,407.74
2020-08-23 10:20:00+00:00,732.33,-465.00,457.00,420.62
2020-08-23 10:25:00+00:00,742.67,415.00,457.00,429.52
2020-08-23 10:30:00+00:00,753.00,1260.00,457.00,422.38
2020-08-23 10:35:00+00:00,758.33,1320.00,457.00,408.23
2020-08-23 10:40:00+00:00,763.67,1270.00,457.00,395.72
2020-08-23 10:45:00+00:00,769.00,548.00,457.00,402.56
2020-08-23 10:50:00+00:00,754.67,189.00,457.00,407.26
2020-08-23 10:55:00+00:00,740.33,735.00,457.00,405.60
2020-08-23 11:00:00+00:00,726.00,86.00,457.00,404.61
2020-08-23 11:05:00+00:00,719.00,-808.00,457.00,407.58
2020-08-23 11:10:00+00:00,712.00,-1120.00,457.00,408.00
2020-08-23 11:15:00+00:00,705.00,52.20,457.00,400.65
2020-08-23 11:20:00+00:00,711.00,381.00,457.00,404.17
2020-08-23 11:25:00+00:00,717.00,675.00,457.00,411.42
2020-08-23 11:30:00+00:00,723.00,1120.00,457.00,422.67
2020-08-23 11:35:00+00:00,720.33,1620.00,456.67,432.54
2020-08-23 11:40:00+00:00,717.67,1510.00,456.33,451.17
2020-08-23 11:45:00+00:00,715.00,888.00,456.00,463.71
2020-08-23 11:50:00+00:00,708.67,341.00,456.33,471.72
2020-08-23 11:55:00+00:00,702.33,-67.90,456.67,465.52
2020-08-23 12:00:00+00:00,696.00,137.00,457.00,461.11
2020-08-23 12:05:00+00:00,698.00,-239.00,457.00,458.45
2020-08-23 12:10:00+00:00,700.00,-137.00,457.00,454.19
2020-08-23 12:15:00+00:00,702.00,-500.00,457.00,446.65
2020-08-23 12:20:00+00:00,706.67,792.00,456.67,450.41
2020-08-23 12:25:00+00:00,711.33,1140.00,456.33,466.42
2020-08-23 12:30:00+00:00,716.00,415.00,456.00,487.17
2020-08-23 12:35:00+00:00,719.33,687.00,456.00,498.22
2020-08-23 12:40:00+00:00,722.67,1130.00,456.00,498.38
2020-08-23 12:45:00+00:00,726.00,567.00,456.00,497.32
2020-08-23 12:50:00+00:00,725.67,-16.80,455.33,496.11
2020-08-23 12:55:00+00:00,725.33,120.00,454.67,492.82
2020-08-23 13:00:00+00:00,725.00,670.00,454.00,484.82
2020-08-23 13:05:00+00:00,725.00,876.00,454.00,483.64
2020-08-23 13:10:00+00:00,725.00,859.00,454.00,482.46
2020-08-23 13:15:00+00:00,725.00,874.00,454.00,488.09
2020-08-23 13:20:00+00:00,725.00,941.00,454.00,496.10
2020-08-23 13:25:00+00:00,725.00,719.00,454.00,513.76
2020-08-23 13:30:00+00:00,725.00,291.00,454.00,522.46
2020-08-23 13:35:00+00:00,727.00,-463.00,454.00,516.71
2020-08-23 13:40:00+00:00,729.00,-464.00,454.00,506.36
2020-08-23 13:45:00+00:00,731.00,482.00,454.00,496.92
2020-08-23 13:50:00+00:00,729.33,723.00,454.00,489.42
2020-08-23 13:55:00+00:00,727.67,466.00,454.00,483.31
2020-08-23 14:00:00+00:00,726.00,602.00,454.00,476.30
2020-08-23 14:05:00+00:00,720.33,1130.00,454.00,484.07
2020-08-23 14:10:00+00:00,714.67,1060.00,454.00,498.20
2020-08-23 14:15:00+00:00,709.00,514.00,454.00,508.60
2020-08-23 14:20:00+00:00,719.00,514.00,454.00,505.06
2020-08-23 14:25:00+00:00,729.00,701.00,454.00,507.19
2020-08-23 14:30:00+00:00,739.00,701.00,454.00,510.49
2020-08-23 14:35:00+00:00,739.67,377.00,454.00,502.01
2020-08-23 14:40:00+00:00,740.33,394.00,454.00,486.91
2020-08-23 14:45:00+00:00,741.00,206.00,454.00,479.43
2020-08-23 14:50:00+00:00,747.00,412.00,454.00,485.90
2020-08-23 14:55:00+00:00,753.00,224.00,454.00,493.69
2020-08-23 15:00:00+00:00,759.00,858.00,454.00,501.91
2020-08-23 15:05:00+00:00,765.67,601.00,453.33,504.02
2020-08-23 15:10:00+00:00,772.33,327.00,452.67,515.75
2020-08-23 15:15:00+00:00,779.00,275.00,452.00,526.32
2020-08-23 15:20:00+00:00,775.67,755.00,452.00,539.06
2020-08-23 15:25:00+00:00,772.33,790.00,452.00,532.93
2020-08-23 15:30:00+00:00,769.00,533.00,452.00,524.38
2020-08-23 15:35:00+00:00,766.00,617.00,452.00,527.42
2020-08-23 15:40:00+00:00,763.00,738.00,452.00,532.39
2020-08-23 15:45:00+00:00,760.00,822.00,452.00,529.15
2020-08-23 15:50:00+00:00,753.67,941.00,452.00,525.38
2020-08-23 15:55:00+00:00,747.33,820.00,452.00,524.20
2020-08-23 16:00:00+00:00,741.00,223.00,452.00,523.98
2020-08-23 16:05:00+00:00,748.00,257.00,451.67,521.88
2020-08-23 16:10:00+00:00,755.00,308.00,451.33,516.03
2020-08-23 16:15:00+00:00,762.00,394.00,451.00,510.65
2020-08-23 16:20:00+00:00,760.67,103.00,451.00,510.02
2020-08-23 16:25:00+00:00,759.33,824.00,451.00,513.16
2020-08-23 16:30:00+00:00,758.00,1050.00,451.00,518.10
2020-08-23 16:35:00+00:00,760.67,840.00,450.33,523.28
2020-08-23 16:40:00+00:00,763.33,565.00,449.67,535.73
2020-08-23 16:45:00+00:00,766.00,581.00,449.00,547.03
2020-08-23 16:50:00+00:00,768.67,0.41,449.00,545.61
2020-08-23 16:55:00+00:00,771.33,-257.00,449.00,538.06
2020-08-23 17:00:00+00:00,774.00,223.00,449.00,528.61
2020-08-23 17:05:00+00:00,770.00,653.00,449.67,520.37
2020-08-23 17:10:00+00:00,766.00,224.00,450.33,512.23
2020-08-23 17:15:00+00:00,762.00,-361.00,451.00,506.72
2020-08-23 17:20:00+00:00,789.33,-206.00,451.00,511.98
2020-08-23 17:25:00+00:00,816.67,536.00,451.00,520.01
2020-08-23 17:30:00+00:00,844.00,916.00,451.00,521.02
2020-08-23 17:35:00+00:00,864.67,501.00,450.33,519.44
2020-08-23 17:40:00+00:00,885.33,518.00,449.67,522.27
2020-08-23 17:45:00+00:00,906.00,964.00,449.00,527.68
2020-08-23 17:50:00+00:00,892.33,1360.00,449.67,534.02
2020-08-23 17:55:00+00:00,878.67,910.00,450.33,524.86
2020-08-23 18:00:00+00:00,865.00,532.00,451.00,522.27
2020-08-23 18:05:00+00:00,851.00,291.00,451.33,509.81
2020-08-23 18:10:00+00:00,837.00,617.00,451.67,506.32
2020-08-23 18:15:00+00:00,823.00,635.00,452.00,508.24
2020-08-23 18:20:00+00:00,809.33,430.00,452.00,511.33
2020-08-23 18:25:00+00:00,795.67,344.00,452.00,511.88
2020-08-23 18:30:00+00:00,782.00,516.00,452.00,513.35
2020-08-23 18:35:00+00:00,778.00,637.00,452.00,518.07
2020-08-23 18:40:00+00:00,774.00,1050.00,452.00,513.63
2020-08-23 18:45:00+00:00,770.00,893.00,452.00,512.00
2020-08-23 18:50:00+00:00,760.67,292.00,452.00,508.05
2020-08-23 18:55:00+00:00,751.33,-103.00,452.00,503.89
2020-08-23 19:00:00+00:00,742.00,104.00,452.00,502.33
2020-08-23 19:05:00+00:00,736.67,517.00,452.00,511.06
2020-08-23 19:10:00+00:00,731.33,449.00,452.00,521.37
