,"USGS 04092750: Indiana Harbor Canal at East Chicago, IN","USGS 04092677: Grand Calumet River at Industrial Hwy at Gary, IN","USGS 05536357: Grand Calumet River at Hohman Ave at Hammond, IN"
2020-06-01 20:15:00-05:00,2.73,4.17,2.02
2020-06-01 20:20:00-05:00,2.97,nan,nan
2020-06-01 20:25:00-05:00,3.42,nan,nan
2020-06-01 20:30:00-05:00,3.66,4.14,2.03
2020-06-01 20:35:00-05:00,3.72,nan,nan
2020-06-01 20:40:00-05:00,4.07,nan,nan
2020-06-01 20:45:00-05:00,4.27,4.12,2.01
2020-06-01 20:50:00-05:00,4.27,nan,nan
2020-06-01 20:55:00-05:00,4.12,nan,nan
2020-06-01 21:00:00-05:00,3.90,4.09,1.98
2020-06-01 21:05:00-05:00,3.74,nan,nan
2020-06-01 21:10:00-05:00,3.55,nan,nan
2020-06-01 21:15:00-05:00,3.27,4.09,1.98
2020-06-01 21:20:00-05:00,3.03,nan,nan
2020-06-01 21:25:00-05:00,3.29,nan,nan
2020-06-01 21:30:00-05:00,3.39,4.16,2.00
2020-06-01 21:35:00-05:00,3.46,nan,nan
2020-06-01 21:40:00-05:00,3.77,nan,nan
2020-06-01 21:45:00-05:00,4.17,4.22,2.03
2020-06-01 21:50:00-05:00,4.29,nan,nan
2020-06-01 21:55:00-05:00,4.19,nan,nan
2020-06-01 22:00:00-05:00,4.09,4.18,2.04
2020-06-01 22:05:00-05:00,4.10,nan,nan
2020-06-01 22:10:00-05:00,3.89,nan,nan
2020-06-01 22:15:00-05:00,3.47,4.17,2.04
2020-06-01 22:20:00-05:00,3.55,nan,nan
2020-06-01 22:25:00-05:00,3.64,nan,nan
2020-06-01 22:30:00-05:00,3.43,4.19,2.07
2020-06-01 22:35:00-05:00,3.66,nan,nan
2020-06-01 22:40:00-05:00,3.89,nan,nan
2020-06-01 22:45:00-05:00,3.88,4.30,2.10
2020-06-01 22:50:00-05:00,3.91,nan,nan
2020-06-01 22:55:00-05:00,3.91,nan,nan
2020-06-01 23:00:00-05:00,3.71,4.27,2.12
2020-06-01 23:05:00-05:00,3.53,nan,nan
2020-06-01 23:10:00-05:00,3.50,nan,nan
2020-06-01 23:15:00-05:00,3.28,4.25,2.13
2020-06-01 23:20:00-05:00,3.35,nan,nan
2020-06-01 23:25:00-05:00,3.54,nan,nan
2020-06-01 23:30:00-05:00,3.55,4.26,2.15
2020-06-01 23:35:00-05:00,3.71,nan,nan
2020-06-01 23:40:00-05:00,3.77,nan,nan
2020-06-01 23:45:00-05:00,3.46,4.28,2.16
2020-06-01 23:50:00-05:00,3.39,nan,nan
2020-06-01 23:55:00-05:00,3.36,nan,nan
2020-06-02 00:00:00-05:00,3.15,4.25,2.15
2020-06-02 00:05:00-05:00,3.05,nan,nan
2020-06-02 00:10:00-05:00,3.24,nan,nan
2020-06-02 00:15:00-05:00,3.35,4.23,2.14
2020-06-02 00:20:00-05:00,3.41,nan,nan
2020-06-02 00:25:00-05:00,3.60,nan,nan
2020-06-02 00:30:00-05:00,3.67,4.25,2.14
2020-06-02 00:35:00-05:00,3.65,nan,nan
2020-06-02 00:40:00-05:00,3.68,nan,nan
2020-06-02 00:45:00-05:00,3.71,4.21,2.12
2020-06-02 00:50:00-05:00,3.51,nan,nan
2020-06-02 00:55:00-05:00,3.43,nan,nan
2020-06-02 01:00:00-05:00,3.51,4.19,2.10
2020-06-02 01:05:00-05:00,3.36,nan,nan
2020-06-02 01:10:00-05:00,3.29,nan,nan
2020-06-02 01:15:00-05:00,3.44,4.19,2.09
2020-06-02 01:20:00-05:00,3.51,nan,nan
2020-06-02 01:25:00-05:00,3.42,nan,nan
2020-06-02 01:30:00-05:00,3.46,4.19,2.08
2020-06-02 01:35:00-05:00,3.58,nan,nan
2020-06-02 01:40:00-05:00,3.63,nan,nan
2020-06-02 01:45:00-05:00,3.54,4.18,2.07
2020-06-02 01:50:00-05:00,3.58,nan,nan
2020-06-02 01:55:00-05:00,3.56,nan,nan
2020-06-02 02:00:00-05:00,3.46,4.16,2.06
2020-06-02 02:05:00-05:00,3.41,nan,nan
2020-06-02 02:10:00-05:00,3.39,nan,nan
2020-06-02 02:15:00-05:00,3.32,4.15,2.05
2020-06-02 02:20:00-05:00,3.22,nan,nan
2020-06-02 02:25:00-05:00,3.20,nan,nan
2020-06-02 02:30:00-05:00,3.30,4.15,2.04
2020-06-02 02:35:00-05:00,3.37,nan,nan
2020-06-02 02:40:00-05:00,3.52,nan,nan
2020-06-02 02:45:00-05:00,3.71,4.15,2.04
2020-06-02 02:50:00-05:00,3.66,nan,nan
2020-06-02 02:55:00-05:00,3.71,nan,nan
2020-06-02 03:00:00-05:00,3.68,4.13,2.02
2020-06-02 03:05:00-05:00,3.35,nan,nan
2020-06-02 03:10:00-05:00,3.11,nan,nan
2020-06-02 03:15:00-05:00,3.10,4.11,2.01
2020-06-02 03:20:00-05:00,3.06,nan,nan
2020-06-02 03:25:00-05:00,3.04,nan,nan
2020-06-02 03:30:00-05:00,3.29,4.11,2.00
2020-06-02 03:35:00-05:00,3.59,nan,nan
2020-06-02 03:40:00-05:00,3.65,nan,nan
2020-06-02 03:45:00-05:00,3.74,4.13,2.01
2020-06-02 03:50:00-05:00,3.70,nan,nan
2020-06-02 03:55:00-05:00,3.53,nan,nan
2020-06-02 04:00:00-05:00,3.23,4.11,1.99
2020-06-02 04:05:00-05:00,3.10,nan,nan
2020-06-02 04:10:00-05:00,2.96,nan,nan
2020-06-02 04:15:00-05:00,3.02,4.08,1.98
2020-06-02 04:20:00-05:00,3.23,nan,nan
2020-06-02 04:25:00-05:00,3.44,nan,nan
2020-06-02 04:30:00-05:00,3.67,4.11,1.98
2020-06-02 04:35:00-05:00,3.92,nan,nan
2020-06-02 04:40:00-05:00,3.99,nan,nan
2020-06-02 04:45:00-05:00,3.86,4.11,1.97
2020-06-02 04:50:00-05:00,3.64,nan,nan
2020-06-02 04:55:00-05:00,3.56,nan,nan
2020-06-02 05:00:00-05:00,3.35,4.07,1.96
2020-06-02 05:05:00-05:00,3.21,nan,nan
2020-06-02 05:10:00-05:00,3.23,nan,nan
2020-06-02 05:15:00-05:00,3.24,4.08,1.96
2020-06-02 05:20:00-05:00,3.49,nan,nan
2020-06-02 05:25:00-05:00,3.68,nan,nan
2020-06-02 05:30:00-05:00,3.79,4.15,1.98
2020-06-02 05:35:00-05:00,3.86,nan,nan
2020-06-02 05:40:00-05:00,3.91,nan,nan
2020-06-02 05:45:00-05:00,3.67,4.12,1.98
2020-06-02 05:50:00-05:00,3.32,nan,nan
2020-06-02 05:55:00-05:00,3.22,nan,nan
2020-06-02 06:00:00-05:00,3.02,4.10,1.98
2020-06-02 06:05:00-05:00,2.91,nan,nan
2020-06-02 06:10:00-05:00,3.11,nan,nan
2020-06-02 06:15:00-05:00,3.24,4.13,1.99
2020-06-02 06:20:00-05:00,3.35,nan,nan
2020-06-02 06:25:00-05:00,3.63,nan,nan
2020-06-02 06:30:00-05:00,3.79,4.16,2.00
2020-06-02 06:35:00-05:00,3.80,nan,nan
2020-06-02 06:40:00-05:00,3.89,nan,nan
2020-06-02 06:45:00-05:00,3.97,4.12,1.99
2020-06-02 06:50:00-05:00,3.80,nan,nan
2020-06-02 06:55:00-05:00,3.76,nan,nan
2020-06-02 07:00:00-05:00,3.73,4.10,1.98
2020-06-02 07:05:00-05:00,3.60,nan,nan
2020-06-02 07:10:00-05:00,3.52,nan,nan
2020-06-02 07:15:00-05:00,3.55,4.11,1.98
2020-06-02 07:20:00-05:00,3.62,nan,nan
2020-06-02 07:25:00-05:00,3.59,nan,nan
2020-06-02 07:30:00-05:00,3.65,4.16,2.00
2020-06-02 07:35:00-05:00,3.59,nan,nan
2020-06-02 07:40:00-05:00,3.64,nan,nan
2020-06-02 07:45:00-05:00,3.63,4.18,2.01
2020-06-02 07:50:00-05:00,3.76,nan,nan
2020-06-02 07:55:00-05:00,3.80,nan,nan
2020-06-02 08:00:00-05:00,3.81,4.17,2.03
2020-06-02 08:05:00-05:00,3.70,nan,nan
2020-06-02 08:10:00-05:00,3.67,nan,nan
2020-06-02 08:15:00-05:00,3.79,4.18,2.03
2020-06-02 08:20:00-05:00,3.73,nan,nan
2020-06-02 08:25:00-05:00,3.84,nan,nan
2020-06-02 08:30:00-05:00,3.90,4.18,2.04
2020-06-02 08:35:00-05:00,3.88,nan,nan
2020-06-02 08:40:00-05:00,3.75,nan,nan
2020-06-02 08:45:00-05:00,3.73,4.19,2.05
2020-06-02 08:50:00-05:00,3.59,nan,nan
2020-06-02 08:55:00-05:00,3.43,nan,nan
2020-06-02 09:00:00-05:00,3.55,4.19,2.06
2020-06-02 09:05:00-05:00,3.55,nan,nan
2020-06-02 09:10:00-05:00,3.59,nan,nan
2020-06-02 09:15:00-05:00,3.82,4.21,2.07
2020-06-02 09:20:00-05:00,3.94,nan,nan
2020-06-02 09:25:00-05:00,3.95,nan,nan
2020-06-02 09:30:00-05:00,4.03,4.23,2.08
2020-06-02 09:35:00-05:00,4.09,nan,nan
2020-06-02 09:40:00-05:00,3.99,nan,nan
2020-06-02 09:45:00-05:00,3.82,4.21,2.08
2020-06-02 09:50:00-05:00,3.76,nan,nan
2020-06-02 09:55:00-05:00,3.66,nan,nan
2020-06-02 10:00:00-05:00,3.54,4.20,2.08
2020-06-02 10:05:00-05:00,3.54,nan,nan
2020-06-02 10:10:00-05:00,3.67,nan,nan
2020-06-02 10:15:00-05:00,3.65,4.25,2.10
2020-06-02 10:20:00-05:00,3.68,nan,nan
2020-06-02 10:25:00-05:00,3.82,nan,nan
2020-06-02 10:30:00-05:00,3.86,4.28,2.12
2020-06-02 10:35:00-05:00,3.86,nan,nan
2020-06-02 10:40:00-05:00,3.83,nan,nan
2020-06-02 10:45:00-05:00,3.79,4.26,2.12
2020-06-02 10:50:00-05:00,3.71,nan,nan
2020-06-02 10:55:00-05:00,3.59,nan,nan
2020-06-02 11:00:00-05:00,3.49,4.25,2.12
2020-06-02 11:05:00-05:00,3.43,nan,nan
2020-06-02 11:10:00-05:00,3.52,nan,nan
2020-06-02 11:15:00-05:00,3.55,4.25,2.12
2020-06-02 11:20:00-05:00,3.71,nan,nan
2020-06-02 11:25:00-05:00,3.88,nan,nan
2020-06-02 11:30:00-05:00,3.90,4.26,2.13
2020-06-02 11:35:00-05:00,3.79,nan,nan
2020-06-02 11:40:00-05:00,3.80,nan,nan
2020-06-02 11:45:00-05:00,3.68,4.24,2.12
2020-06-02 11:50:00-05:00,3.51,nan,nan
2020-06-02 11:55:00-05:00,3.50,nan,nan
2020-06-02 12:00:00-05:00,3.47,4.22,2.10
2020-06-02 12:05:00-05:00,3.47,nan,nan
2020-06-02 12:10:00-05:00,3.66,nan,nan
2020-06-02 12:15:00-05:00,3.85,4.24,2.10
2020-06-02 12:20:00-05:00,3.99,nan,nan
2020-06-02 12:25:00-05:00,4.07,nan,nan
2020-06-02 12:30:00-05:00,4.19,4.25,2.10
2020-06-02 12:35:00-05:00,4.14,nan,nan
2020-06-02 12:40:00-05:00,3.94,nan,nan
2020-06-02 12:45:00-05:00,3.85,4.23,2.09
2020-06-02 12:50:00-05:00,3.77,nan,nan
2020-06-02 12:55:00-05:00,3.60,nan,nan
2020-06-02 13:00:00-05:00,3.52,4.23,2.08
2020-06-02 13:05:00-05:00,3.60,nan,nan
2020-06-02 13:10:00-05:00,3.69,nan,nan
2020-06-02 13:15:00-05:00,3.74,4.28,2.10
2020-06-02 13:20:00-05:00,3.89,nan,nan
2020-06-02 13:25:00-05:00,3.90,nan,nan
2020-06-02 13:30:00-05:00,3.86,4.31,2.12
2020-06-02 13:35:00-05:00,3.76,nan,nan
2020-06-02 13:40:00-05:00,3.58,nan,nan
2020-06-02 13:45:00-05:00,3.35,4.28,2.12
2020-06-02 13:50:00-05:00,3.34,nan,nan
2020-06-02 13:55:00-05:00,3.32,nan,nan
2020-06-02 14:00:00-05:00,3.38,4.27,2.12
2020-06-02 14:05:00-05:00,3.52,nan,nan
2020-06-02 14:10:00-05:00,3.63,nan,nan
2020-06-02 14:15:00-05:00,3.67,4.29,2.13
2020-06-02 14:20:00-05:00,3.63,nan,nan
2020-06-02 14:25:00-05:00,3.70,nan,nan
2020-06-02 14:30:00-05:00,3.68,4.27,2.13
2020-06-02 14:35:00-05:00,3.59,nan,nan
2020-06-02 14:40:00-05:00,3.66,nan,nan
2020-06-02 14:45:00-05:00,3.53,4.24,2.11
2020-06-02 14:50:00-05:00,3.50,nan,nan
2020-06-02 14:55:00-05:00,3.57,nan,nan
2020-06-02 15:00:00-05:00,3.59,4.24,2.10
2020-06-02 15:05:00-05:00,3.63,nan,nan
2020-06-02 15:10:00-05:00,3.61,nan,nan
2020-06-02 15:15:00-05:00,3.70,4.24,2.09
2020-06-02 15:20:00-05:00,3.75,nan,nan
2020-06-02 15:25:00-05:00,3.70,nan,nan
2020-06-02 15:30:00-05:00,3.76,4.22,2.09
2020-06-02 15:35:00-05:00,3.78,nan,nan
2020-06-02 15:40:00-05:00,3.68,nan,nan
2020-06-02 15:45:00-05:00,3.59,4.22,2.08
2020-06-02 15:50:00-05:00,3.70,nan,nan
2020-06-02 15:55:00-05:00,3.67,nan,nan
2020-06-02 16:00:00-05:00,3.64,4.22,2.07
2020-06-02 16:05:00-05:00,3.68,nan,nan
2020-06-02 16:10:00-05:00,3.68,nan,nan
2020-06-02 16:15:00-05:00,3.62,4.23,2.08
2020-06-02 16:20:00-05:00,3.70,nan,nan
2020-06-02 16:25:00-05:00,3.78,nan,nan
2020-06-02 16:30:00-05:00,3.82,4.23,2.08
2020-06-02 16:35:00-05:00,3.85,nan,nan
2020-06-02 16:40:00-05:00,3.87,nan,nan
2020-06-02 16:45:00-05:00,3.83,4.23,2.08
2020-06-02 16:50:00-05:00,3.84,nan,nan
2020-06-02 16:55:00-05:00,3.81,nan,nan
2020-06-02 17:00:00-05:00,3.74,4.23,2.08
2020-06-02 17:05:00-05:00,3.63,nan,nan
2020-06-02 17:10:00-05:00,3.54,nan,nan
2020-06-02 17:15:00-05:00,3.47,4.23,2.09
2020-06-02 17:20:00-05:00,3.49,nan,nan
2020-06-02 17:25:00-05:00,3.47,nan,nan
2020-06-02 17:30:00-05:00,3.51,4.25,2.10
2020-06-02 17:35:00-05:00,3.57,nan,nan
2020-06-02 17:40:00-05:00,3.57,nan,nan
2020-06-02 17:45:00-05:00,3.50,4.26,2.11
2020-06-02 17:50:00-05:00,3.52,nan,nan
2020-06-02 17:55:00-05:00,3.46,nan,nan
2020-06-02 18:00:00-05:00,3.34,4.24,2.11
2020-06-02 18:05:00-05:00,3.36,nan,nan
2020-06-02 18:10:00-05:00,3.48,nan,nan
2020-06-02 18:15:00-05:00,3.54,4.24,2.11
2020-06-02 18:20:00-05:00,3.59,nan,nan
2020-06-02 18:25:00-05:00,3.80,nan,nan
2020-06-02 18:30:00-05:00,3.84,4.24,2.10
2020-06-02 18:35:00-05:00,3.73,nan,nan
2020-06-02 18:40:00-05:00,3.70,nan,nan
2020-06-02 18:45:00-05:00,3.72,4.21,2.09
2020-06-02 18:50:00-05:00,3.62,nan,nan
2020-06-02 18:55:00-05:00,3.61,nan,nan
2020-06-02 19:00:00-05:00,3.68,4.20,2.07
2020-06-02 19:05:00-05:00,3.77,nan,nan
2020-06-02 19:10:00-05:00,3.79,nan,nan
2020-06-02 19:15:00-05:00,3.84,4.21,2.07
2020-06-02 19:20:00-05:00,3.86,nan,nan
2020-06-02 19:25:00-05:00,3.79,nan,nan
2020-06-02 19:30:00-05:00,3.84,4.22,2.07
2020-06-02 19:35:00-05:00,3.83,nan,nan
2020-06-02 19:40:00-05:00,3.79,nan,nan
2020-06-02 19:45:00-05:00,3.81,4.21,2.07
2020-06-02 19:50:00-05:00,3.80,nan,nan
2020-06-02 19:55:00-05:00,3.75,nan,nan
2020-06-02 20:00:00-05:00,3.74,4.23,2.08
2020-06-02 20:05:00-05:00,3.71,nan,nan
2020-06-02 20:10:00-05:00,3.72,nan,nan
2020-06-02 20:15:00-05:00,3.83,4.24,2.09
2020-06-02 20:20:00-05:00,3.76,nan,nan
2020-06-02 20:25:00-05:00,3.73,nan,nan
2020-06-02 20:30:00-05:00,3.72,4.24,2.11
2020-06-02 20:35:00-05:00,3.69,nan,nan
2020-06-02 20:40:00-05:00,3.55,nan,nan
2020-06-02 20:45:00-05:00,3.61,4.24,2.12
2020-06-02 20:50:00-05:00,3.74,nan,nan
2020-06-02 20:55:00-05:00,3.70,nan,nan
2020-06-02 21:00:00-05:00,3.67,4.24,2.13
2020-06-02 21:05:00-05:00,3.75,nan,nan
2020-06-02 21:10:00-05:00,3.72,nan,nan
2020-06-02 21:15:00-05:00,3.67,4.25,2.13
2020-06-02 21:20:00-05:00,3.71,nan,nan
2020-06-02 21:25:00-05:00,3.74,nan,nan
2020-06-02 21:30:00-05:00,3.64,4.24,2.13
2020-06-02 21:35:00-05:00,3.70,nan,nan
2020-06-02 21:40:00-05:00,3.75,nan,nan
2020-06-02 21:45:00-05:00,3.66,4.24,2.13
2020-06-02 21:50:00-05:00,3.59,nan,nan
2020-06-02 21:55:00-05:00,3.74,nan,nan
2020-06-02 22:00:00-05:00,3.78,4.24,2.13
2020-06-02 22:05:00-05:00,3.76,nan,nan
2020-06-02 22:10:00-05:00,3.87,nan,nan
2020-06-02 22:15:00-05:00,4.02,4.24,2.12
2020-06-02 22:20:00-05:00,3.98,nan,nan
2020-06-02 22:25:00-05:00,3.92,nan,nan
2020-06-02 22:30:00-05:00,3.92,4.24,2.12
2020-06-02 22:35:00-05:00,3.83,nan,nan
2020-06-02 22:40:00-05:00,3.78,nan,nan
2020-06-02 22:45:00-05:00,3.77,4.23,2.12
2020-06-02 22:50:00-05:00,3.71,nan,nan
2020-06-02 22:55:00-05:00,3.79,nan,nan
2020-06-02 23:00:00-05:00,3.96,4.25,2.13
2020-06-02 23:05:00-05:00,3.99,nan,nan
2020-06-02 23:10:00-05:00,3.90,nan,nan
2020-06-02 23:15:00-05:00,3.83,4.29,2.15
2020-06-02 23:20:00-05:00,3.67,nan,nan
2020-06-02 23:25:00-05:00,3.54,nan,nan
2020-06-02 23:30:00-05:00,3.52,4.28,2.16
2020-06-02 23:35:00-05:00,3.48,nan,nan
2020-06-02 23:40:00-05:00,3.51,nan,nan
2020-06-02 23:45:00-05:00,3.67,4.29,2.17
2020-06-02 23:50:00-05:00,3.79,nan,nan
2020-06-02 23:55:00-05:00,3.86,nan,nan
2020-06-03 00:00:00-05:00,4.02,4.32,2.18
2020-06-03 00:05:00-05:00,4.11,nan,nan
2020-06-03 00:10:00-05:00,4.31,nan,nan
2020-06-03 00:15:00-05:00,4.42,4.29,2.18
2020-06-03 00:20:00-05:00,4.46,nan,nan
2020-06-03 00:25:00-05:00,4.44,nan,nan
2020-06-03 00:30:00-05:00,4.65,4.28,2.17
2020-06-03 00:35:00-05:00,4.51,nan,nan
2020-06-03 00:40:00-05:00,4.48,nan,nan
2020-06-03 00:45:00-05:00,4.53,4.30,2.18
2020-06-03 00:50:00-05:00,4.24,nan,nan
2020-06-03 00:55:00-05:00,4.09,nan,nan
2020-06-03 01:00:00-05:00,3.90,4.36,2.22
2020-06-03 01:05:00-05:00,3.58,nan,nan
2020-06-03 01:10:00-05:00,3.48,nan,nan
2020-06-03 01:15:00-05:00,3.52,4.44,2.26
2020-06-03 01:20:00-05:00,3.45,nan,nan
2020-06-03 01:25:00-05:00,3.60,nan,nan
2020-06-03 01:30:00-05:00,3.75,4.49,2.31
2020-06-03 01:35:00-05:00,3.51,nan,nan
2020-06-03 01:40:00-05:00,3.35,nan,nan
2020-06-03 01:45:00-05:00,3.48,4.48,2.34
2020-06-03 01:50:00-05:00,3.23,nan,nan
2020-06-03 01:55:00-05:00,2.71,nan,nan
2020-06-03 02:00:00-05:00,2.86,4.45,2.33
2020-06-03 02:05:00-05:00,3.02,nan,nan
2020-06-03 02:10:00-05:00,3.09,nan,nan
2020-06-03 02:15:00-05:00,3.41,4.43,2.32
2020-06-03 02:20:00-05:00,3.64,nan,nan
2020-06-03 02:25:00-05:00,3.94,nan,nan
2020-06-03 02:30:00-05:00,4.05,4.41,2.30
2020-06-03 02:35:00-05:00,4.10,nan,nan
2020-06-03 02:40:00-05:00,4.21,nan,nan
2020-06-03 02:45:00-05:00,4.02,4.37,2.26
2020-06-03 02:50:00-05:00,3.45,nan,nan
2020-06-03 02:55:00-05:00,3.62,nan,nan
2020-06-03 03:00:00-05:00,3.50,4.33,2.23
2020-06-03 03:05:00-05:00,2.85,nan,nan
2020-06-03 03:10:00-05:00,2.77,nan,nan
2020-06-03 03:15:00-05:00,3.43,4.36,2.23
2020-06-03 03:20:00-05:00,3.30,nan,nan
2020-06-03 03:25:00-05:00,3.07,nan,nan
2020-06-03 03:30:00-05:00,3.84,4.40,2.25
2020-06-03 03:35:00-05:00,4.19,nan,nan
2020-06-03 03:40:00-05:00,3.87,nan,nan
2020-06-03 03:45:00-05:00,3.84,4.36,2.24
2020-06-03 03:50:00-05:00,3.55,nan,nan
2020-06-03 03:55:00-05:00,3.08,nan,nan
2020-06-03 04:00:00-05:00,3.27,4.33,2.21
2020-06-03 04:05:00-05:00,3.15,nan,nan
2020-06-03 04:10:00-05:00,3.10,nan,nan
2020-06-03 04:15:00-05:00,3.59,4.30,2.20
2020-06-03 04:20:00-05:00,3.87,nan,nan
2020-06-03 04:25:00-05:00,3.82,nan,nan
2020-06-03 04:30:00-05:00,3.86,4.34,2.20
2020-06-03 04:35:00-05:00,3.79,nan,nan
2020-06-03 04:40:00-05:00,3.63,nan,nan
2020-06-03 04:45:00-05:00,3.25,4.30,2.18
2020-06-03 04:50:00-05:00,3.34,nan,nan
2020-06-03 04:55:00-05:00,3.20,nan,nan
2020-06-03 05:00:00-05:00,2.94,4.28,2.17
2020-06-03 05:05:00-05:00,3.14,nan,nan
2020-06-03 05:10:00-05:00,3.25,nan,nan
2020-06-03 05:15:00-05:00,3.51,4.31,2.18
2020-06-03 05:20:00-05:00,3.79,nan,nan
2020-06-03 05:25:00-05:00,4.38,nan,nan
2020-06-03 05:30:00-05:00,4.63,4.30,2.17
2020-06-03 05:35:00-05:00,4.67,nan,nan
2020-06-03 05:40:00-05:00,4.35,nan,nan
2020-06-03 05:45:00-05:00,4.10,4.26,2.15
2020-06-03 05:50:00-05:00,3.56,nan,nan
2020-06-03 05:55:00-05:00,2.91,nan,nan
2020-06-03 06:00:00-05:00,2.92,4.24,2.13
2020-06-03 06:05:00-05:00,3.31,nan,nan
2020-06-03 06:10:00-05:00,2.82,nan,nan
2020-06-03 06:15:00-05:00,3.31,4.33,2.16
2020-06-03 06:20:00-05:00,3.79,nan,nan
2020-06-03 06:25:00-05:00,3.59,nan,nan
2020-06-03 06:30:00-05:00,3.79,4.39,2.18
2020-06-03 06:35:00-05:00,4.00,nan,nan
2020-06-03 06:40:00-05:00,3.66,nan,nan
2020-06-03 06:45:00-05:00,2.86,4.31,2.17
2020-06-03 06:50:00-05:00,2.83,nan,nan
2020-06-03 06:55:00-05:00,3.27,nan,nan
2020-06-03 07:00:00-05:00,3.15,4.29,2.15
2020-06-03 07:05:00-05:00,3.48,nan,nan
2020-06-03 07:10:00-05:00,3.80,nan,nan
2020-06-03 07:15:00-05:00,3.88,4.29,2.15
2020-06-03 07:20:00-05:00,3.84,nan,nan
2020-06-03 07:25:00-05:00,4.02,nan,nan
2020-06-03 07:30:00-05:00,3.87,4.28,2.13
2020-06-03 07:35:00-05:00,3.59,nan,nan
2020-06-03 07:40:00-05:00,3.26,nan,nan
2020-06-03 07:45:00-05:00,3.05,4.25,2.11
2020-06-03 07:50:00-05:00,3.12,nan,nan
2020-06-03 07:55:00-05:00,3.39,nan,nan
2020-06-03 08:00:00-05:00,3.67,4.26,2.10
2020-06-03 08:05:00-05:00,3.99,nan,nan
2020-06-03 08:10:00-05:00,4.35,nan,nan
2020-06-03 08:15:00-05:00,4.49,4.30,2.12
2020-06-03 08:20:00-05:00,4.34,nan,nan
2020-06-03 08:25:00-05:00,4.00,nan,nan
2020-06-03 08:30:00-05:00,3.63,4.26,2.11
2020-06-03 08:35:00-05:00,3.63,nan,nan
2020-06-03 08:40:00-05:00,3.41,nan,nan
2020-06-03 08:45:00-05:00,2.87,4.24,2.11
2020-06-03 08:50:00-05:00,3.47,nan,nan
2020-06-03 08:55:00-05:00,3.32,nan,nan
2020-06-03 09:00:00-05:00,3.25,4.33,2.13
2020-06-03 09:05:00-05:00,3.44,nan,nan
2020-06-03 09:10:00-05:00,3.70,nan,nan
2020-06-03 09:15:00-05:00,3.55,4.36,2.15
2020-06-03 09:20:00-05:00,3.51,nan,nan
2020-06-03 09:25:00-05:00,3.31,nan,nan
2020-06-03 09:30:00-05:00,3.92,4.30,2.15
2020-06-03 09:35:00-05:00,4.11,nan,nan
2020-06-03 09:40:00-05:00,4.25,nan,nan
2020-06-03 09:45:00-05:00,4.25,4.29,2.13
2020-06-03 09:50:00-05:00,3.83,nan,nan
2020-06-03 09:55:00-05:00,3.87,nan,nan
2020-06-03 10:00:00-05:00,3.70,4.27,2.12
2020-06-03 10:05:00-05:00,3.35,nan,nan
2020-06-03 10:10:00-05:00,3.20,nan,nan
2020-06-03 10:15:00-05:00,3.38,4.26,2.12
2020-06-03 10:20:00-05:00,3.72,nan,nan
2020-06-03 10:25:00-05:00,3.91,nan,nan
2020-06-03 10:30:00-05:00,4.27,4.35,2.14
2020-06-03 10:35:00-05:00,4.84,nan,nan
2020-06-03 10:40:00-05:00,4.63,nan,nan
2020-06-03 10:45:00-05:00,4.31,4.32,2.15
2020-06-03 10:50:00-05:00,4.30,nan,nan
2020-06-03 10:55:00-05:00,3.79,nan,nan
2020-06-03 11:00:00-05:00,3.20,4.29,2.14
2020-06-03 11:05:00-05:00,2.89,nan,nan
2020-06-03 11:10:00-05:00,2.95,nan,nan
2020-06-03 11:15:00-05:00,3.10,4.33,2.17
2020-06-03 11:20:00-05:00,3.42,nan,nan
2020-06-03 11:25:00-05:00,3.78,nan,nan
2020-06-03 11:30:00-05:00,4.07,4.43,2.21
2020-06-03 11:35:00-05:00,4.11,nan,nan
2020-06-03 11:40:00-05:00,3.76,nan,nan
2020-06-03 11:45:00-05:00,3.37,4.40,2.21
2020-06-03 11:50:00-05:00,3.32,nan,nan
2020-06-03 11:55:00-05:00,2.89,nan,nan
2020-06-03 12:00:00-05:00,3.10,4.36,2.20
2020-06-03 12:05:00-05:00,3.58,nan,nan
2020-06-03 12:10:00-05:00,3.67,nan,nan
2020-06-03 12:15:00-05:00,4.02,4.37,2.21
2020-06-03 12:20:00-05:00,4.54,nan,nan
2020-06-03 12:25:00-05:00,4.66,nan,nan
2020-06-03 12:30:00-05:00,4.54,4.37,2.20
2020-06-03 12:35:00-05:00,4.27,nan,nan
2020-06-03 12:40:00-05:00,3.79,nan,nan
2020-06-03 12:45:00-05:00,3.27,4.32,2.18
2020-06-03 12:50:00-05:00,3.00,nan,nan
2020-06-03 12:55:00-05:00,2.83,nan,nan
2020-06-03 13:00:00-05:00,2.97,4.33,2.19
2020-06-03 13:05:00-05:00,3.25,nan,nan
2020-06-03 13:10:00-05:00,3.55,nan,nan
2020-06-03 13:15:00-05:00,3.83,4.45,2.23
2020-06-03 13:20:00-05:00,4.19,nan,nan
2020-06-03 13:25:00-05:00,4.27,nan,nan
2020-06-03 13:30:00-05:00,4.12,4.42,2.23
2020-06-03 13:35:00-05:00,3.74,nan,nan
2020-06-03 13:40:00-05:00,3.42,nan,nan
2020-06-03 13:45:00-05:00,3.11,4.37,2.21
2020-06-03 13:50:00-05:00,3.28,nan,nan
2020-06-03 13:55:00-05:00,3.55,nan,nan
2020-06-03 14:00:00-05:00,3.67,4.36,2.21
